Word,Category,Definition,Definition,Definition,Definition,Definition,Definition,Definition,Definition,ExampleW,ExampleD,ExampleW,ExampleD,ExampleW,ExampleD,QuoteW,QuoteD,QuoteS,QuoteW,QuoteD,QuoteS
response,noun,"валонь пандома, каршовал, кунсолома",,,,,,,,,,,,,,,,,,,
responsibility,noun,ответственность,,,,,,,,,,,,,,,,,,,
responsible,adjective,ответственной ,чумо,,,,,,,,,,,,,,,,,,
responsive,adjective,"каршовалонь максы, кунсолыця",,,,,,,,,,,,,,,,,,,
rest,noun,оймсема,,,,,,,,,,,,,,,,,,,
rest,verb,оймсемс,,,,,,,,,,,,,,,,,,,
restaurant,noun,ресторан,,,,,,,,,,,,,,,,,,,
restful,adjective,оймавтыця,,,,,,,,,,,,,,,,,,,
restoration,noun,витнема-петнема,,,,,,,,,,,,,,,,,,,
restore,verb,"путомс мекев (тарказонзо, чинэзэнзэ) ",одкстомтомс,,,,,,,,,,,,,,,,,,
restrain,verb,кирдевемс,,,,,,,,,,,,,,,,,,,
restraint,noun,кирдевема,,,,,,,,,,,,,,,,,,,
restrict,verb,а лишнойгавтомс,,,,,,,,,,,,,,,,,,,
restriction,noun,"а лишнойгавтома, кардамо",,,,,,,,,,,,,,,,,,,
result,noun,"савкс, саткс, результат",,,,,,,,,,,,,,,,,,,
resume,verb,поладомс (лоткавтозь тев),,,,,,,,,,,,,,,,,,,
resurrection,noun,вельмема,,,,,,,,,,,,,,,,,,,
retail,noun,(shop) вейте-вейте миема,,,,,,,,,,,,,,,,,,,
retain,verb,кирдевемс,,,,,,,,,,,,,,,,,,,
retake,verb,одов снимардомс,,,,,,,,,,,,,,,,,,,
retaliation,noun,(кежень) пандома,,,,,,,,,,,,,,,,,,,
retention,noun,кирдевема,,,,,,,,,,,,,,,,,,,
retire,verb,лисемс пенсияв,,,,,,,,,,,,,,,,,,,
retirement,noun,"пенсияв лисема, пенсия",,,,,,,,,,,,,,,,,,,
retract,verb,саемс мекев (валтнэнь),,,,,,,,,,,,,,,,,,,
retrain,verb,тонавтомс одов,,,,,,,,,,,,,,,,,,,
retraining,noun,одов тонавтома,,,,,,,,,,,,,,,,,,,
retreat,noun,потамо,,,,,,,,,,,,,,,,,,,
retreat,verb,потамс (from -сто/-стэ),,,,,,,,,,,,,,,,,,,
retribution,noun,наказамо,,,,,,,,,,,,,,,,,,,
retrieval,noun,велявтома,,,,,,,,,,,,,,,,,,,
retrieve,verb,якамс (мезень-бути кисэ),,,,,,,,,,,,,,,,,,,
return,noun,(receive) килангсто велявтома ,(send) почтасо мекев велявтома,,,,,,,,,,,,,,,,,,
return,verb,(send) велявтомс почтасо,,,,,,,,,,,,,,,,,,,
reunion,noun,"вейсэньдямо, пурнавома",,,,,,,,,,,,,,,,,,,
reunite,verb,вейсэньдямс,,,,,,,,,,,,,,,,,,,
reuse,verb,нолдамс тевс одов,,,,,,,,,,,,,,,,,,,
reveal,verb,ливтемс лангс,,,,,,,,,,,,,,,,,,,
revealing,adjective,лангс ливтиця,,,,,,,,,,,,,,,,,,,
revelation,noun,(thought) потмонь панжома,,,,,,,,,,,,,,,,,,,
revenge,noun,кежень пандома,,,,,,,,,,,,,,,,,,,
reversal,noun,"полавтома, мекевлангт аравтома",,,,,,,,,,,,,,,,,,,
reverse,noun,(gear) мекевлангонь ,(object) лия ёнкс ,(situation) полавтовкст,,,,,,,,,,,,,,,,,
reverse,verb,"(back) ??полавтомс, велявтомс, потамс",,,,,,,,,,,,,,,,,,,
revert,verb,велявтомс мекев,,,,,,,,,,,,,,,,,,,
review,verb,(book) максомс рецензия,,,,,,,,,,,,,,,,,,,
revise,verb,теемс одов,,,,,,,,,,,,,,,,,,,
revision,noun,одов теема,,,,,,,,,,,,,,,,,,,
revive,verb,самс ёжос ,вельмевтемс,,,,,,,,,,,,,,,,,,
revolt,noun,кепедевема (тюреме),,,,,,,,,,,,,,,,,,,
revolt,verb,кепедевемс (тюреме),,,,,,,,,,,,,,,,,,,
revolution,noun,(revolt) революция ,(turn) революция; велявтома,,,,,,,,,,,,,,,,,,
reward,noun,казне,,,,,,,,,,,,,,,,,,,
reward,verb,казнемс (апелема тевень кисэ),,,,,,,,,,,,,,,,,,,
rewind,verb,заводямс,,,,,,,,,,,,,,,,,,,
rewrite,verb,сёрмадомс одов,,,,,,,,,,,,,,,,,,,
rhinoceros,noun,"носорог, нерьсюро",,,,,,,,,,,,,,,,,,,
rhythm,noun,ритма,,,,,,,,,,,,,,,,,,,
rib,noun,ирдекс,,,,,,,,,,,,,,,,,,,
ribbon,noun,чова лента,,,,,,,,,,,,,,,,,,,
rice,noun,рис,,,,,,,,,,,,,,,,,,,
rich,adjective,"сюпав, козяв",,,,,,,,,,,,,,,,,,,
riddle,noun,содамоёвкс,,,,,,,,,,,,,,,,,,,
ride,noun,(car) ардома ,(horse) (ласте) ардома,,,,,,,,,,,,,,,,,,
ride,verb,(bicycle) ардомс ,(horse) ардомс (ласте),,,,,,,,,,,,,,,,,,
ridge,noun,пандо кутьмере,,,,,,,,,,,,,,,,,,,
ridiculous,adjective,ракамонь,,,,,,,,,,,,,,,,,,,
rifle,noun,винтовка,,,,,,,,,,,,,,,,,,,
right,adjective,(direction) вить,,,,,,,,,,,,,,,,,,,
right angle,noun,виде ужокс,,,,,,,,,,,,,,,,,,,
righteous,adjective,??праведной,,,,,,,,,,,,,,,,,,,
rigid,adjective,"калгодо, кеме",,,,,,,,,,,,,,,,,,,
rim,noun,"(edge) скоба, край",,,,,,,,,,,,,,,,,,,
rind,noun,лукш (арбузонь),,,,,,,,,,,,,,,,,,,
ring,noun,гайневтема,,,,,,,,,,,,,,,,,,,
ring,verb,гайневтемс (bell баягине),,,,,,,,,,,,,,,,,,,
rinse,verb,"ёрвалдомс, ёвардомс",,,,,,,,,,,,,,,,,,,
riot,noun,бороцямо кепетема,,,,,,,,,,,,,,,,,,,
riot,verb,кепетемс бороцямо,,,,,,,,,,,,,,,,,,,
rip,noun,сезевкс,,,,,,,,,,,,,,,,,,,
rip,verb,сеземс,,,,,,,,,,,,,,,,,,,
ripe,adjective,кенерезь,,,,,,,,,,,,,,,,,,,
rise,verb,лисемс (чи) ,кепетемс,,,,,,,,,,,,,,,,,,
risk,noun,риск,,,,,,,,,,,,,,,,,,,
risky,adjective,опасной,,,,,,,,,,,,,,,,,,,
ritual,noun,"ритуал, ила",,,,,,,,,,,,,,,,,,,
rival,adjective,каршо аштиця,,,,,,,,,,,,,,,,,,,
rivalry,noun,конкуренция (каршо аштема),,,,,,,,,,,,,,,,,,,
river,noun,лей,,,,,,,,,,,,,,,,,,,
road,noun,ки,,,,,,,,,,,,,,,,,,,
roast,verb,"пиемс (сывель толсо, каштомсо) ",пидемс (сывель толсо; каштомсо),,,,,,,,,,,,,,,,,,
rob,verb,саламс (bank банксто ярмак),,,,,,,,,,,,,,,,,,,
robbery,noun,саламо,,,,,,,,,,,,,,,,,,,
robe,noun,(ceremony) келей ряса,,,,,,,,,,,,,,,,,,,
robot,noun,робот,,,,,,,,,,,,,,,,,,,
rock,noun,кев,,,,,,,,,,,,,,,,,,,
rocket,noun,ракета,,,,,,,,,,,,,,,,,,,
rocky,adjective,кевев,,,,,,,,,,,,,,,,,,,
roll,noun,(bread) рулет ,(paper) тапардавкс,,,,,,,,,,,,,,,,,,
roll,verb,кеверемс,,,,,,,,,,,,,,,,,,,
romance,noun,роман,,,,,,,,,,,,,,,,,,,
romantic,adjective,романтической,,,,,,,,,,,,,,,,,,,
roof,noun,"лато, ланго, пря",,,,,,,,,,,,,,,,,,,
room,noun,"(house) кудо, нупаль ",(space) тарка,,,,,,,,,,,,,,,,,,
room-mate,noun,(ве комнатасо) эри ялга,,,,,,,,,,,,,,,,,,,
roomy,adjective,келей,,,,,,,,,,,,,,,,,,,
rooster,noun,атякш,,,,,,,,,,,,,,,,,,,
root,noun,"юр, ундовкс",,,,,,,,,,,,,,,,,,,
rope,noun,пикс,,,,,,,,,,,,,,,,,,,
rose,noun,роза,,,,,,,,,,,,,,,,,,,
rot,verb,наксадомс,,,,,,,,,,,,,,,,,,,
rotate,verb,"чарамс, велямс",,,,,,,,,,,,,,,,,,,
rotten,adjective,наксадо,,,,,,,,,,,,,,,,,,,
rough,adjective,казямо,,,,,,,,,,,,,,,,,,,
rough,adverb,казякадозь,,,,,,,,,,,,,,,,,,,
round,adjective,"круглой, кеверь",,,,,,,,,,,,,,,,,,,
route,noun,киланго,,,,,,,,,,,,,,,,,,,
routine,noun,режим,,,,,,,,,,,,,,,,,,,
row,noun,(line) ряд,,,,,,,,,,,,,,,,,,,
row,verb,"миледемс, панемс (венч)",,,,,,,,,,,,,,,,,,,
rowboat,noun,??уемань венч (милесэ паневи),,,,,,,,,,,,,,,,,,,
royal,adjective,инеазоронь,,,,,,,,,,,,,,,,,,,
rub,verb,"ёзамс, ёзолдомс",,,,,,,,,,,,,,,,,,,
rubber,noun,резина,,,,,,,,,,,,,,,,,,,
rubber band,noun,резинка,,,,,,,,,,,,,,,,,,,
rubbish,noun,(trash) шукш,,,,,,,,,,,,,,,,,,,
ruby,noun,рубин,,,,,,,,,,,,,,,,,,,
rudder,noun,(венчсэ) руль,,,,,,,,,,,,,,,,,,,
rude,adjective,"обидиця, казямо",,,,,,,,,,,,,,,,,,,
rug,noun,"кумбо, ковёр",,,,,,,,,,,,,,,,,,,
ruins,noun,"ёмамо, кулома, чавовома",,,,,,,,,,,,,,,,,,,
rule,noun,(regulation) правила,,,,,,,,,,,,,,,,,,,
rule,verb,"ветямс, азоркстамс",,,,,,,,,,,,,,,,,,,
ruler,noun,(country) азор ,(tool) линейка,,,,,,,,,,,,,,,,,,
rumor,noun,кулят??,,,,,,,,,,,,,,,,,,,
rump,noun,пукшо,,,,,,,,,,,,,,,,,,,
run,noun,чиема,,,,,,,,,,,,,,,,,,,
run,verb,чиемс,,,,,,,,,,,,,,,,,,,
rupture,noun,"пачк ютамо, сезема",,,,,,,,,,,,,,,,,,,
rural,adjective,велень,,,,,,,,,,,,,,,,,,,
rush,noun,капшамо,,,,,,,,,,,,,,,,,,,
rush,verb,"капшамс, эрязкалемс",,,,,,,,,,,,,,,,,,,
rust,noun,чемень,,,,,,,,,,,,,,,,,,,
rusty,adjective,чеменев,,,,,,,,,,,,,,,,,,,
ruthless,adjective,"жалосттеме, жестокий",,,,,,,,,,,,,,,,,,,
rye,noun,розь,,,,,,,,,,,,,,,,,,,
sabotage,noun,"саботаж, диверсия",,,,,,,,,,,,,,,,,,,
sack,noun,"кескал, кескав, мешок",,,,,,,,,,,,,,,,,,,
sacrifice,noun,"жертва, анокс",,,,,,,,,,,,,,,,,,,
sacrifice,verb,сатстомс ,анокс кандомс,,,,,,,,,,,,,,,,,,
sad,adjective,нусманя,,,,,,,,,,,,,,,,,,,
saddle,noun,камбраз (лишменень),,,,,,,,,,,,,,,,,,,
sadness,noun,нусманячи,,,,,,,,,,,,,,,,,,,
safe,adjective,зыяндо ванстозь,,,,,,,,,,,,,,,,,,,
safety,noun,зыяндо ванстомачи,,,,,,,,,,,,,,,,,,,
sail,noun,вармамевть,,,,,,,,,,,,,,,,,,,
sailboat,noun,вармамевть марто венч,,,,,,,,,,,,,,,,,,,
sailor,noun,моряк,,,,,,,,,,,,,,,,,,,
saint,noun,святой,,,,,,,,,,,,,,,,,,,
salad,noun,салат (анокстазь ярсамопель),,,,,,,,,,,,,,,,,,,
salary,noun,"сивеярмак, зарплата",,,,,,,,,,,,,,,,,,,
sale,noun,(price) алкиньгавтозь питнесэ микшнема,,,,,,,,,,,,,,,,,,,
salesman,noun,микшниця (цёра),,,,,,,,,,,,,,,,,,,
saleswoman,noun,микшниця (ава),,,,,,,,,,,,,,,,,,,
saliva,noun,сельге,,,,,,,,,,,,,,,,,,,
salmon,noun,"лосось, якстерекал",,,,,,,,,,,,,,,,,,,
salt,noun,сал,,,,,,,,,,,,,,,,,,,
salty,adjective,салов,,,,,,,,,,,,,,,,,,,
salute,noun,честень максома,,,,,,,,,,,,,,,,,,,
salute,verb,максомс честь (киненьгак),,,,,,,,,,,,,,,,,,,
salvation,noun,идема,,,,,,,,,,,,,,,,,,,
same,adjective,теке,,,,,,,,,,,,,,,,,,,
sample,noun,саевкс (образец),,,,,,,,,,,,,,,,,,,
sanctify,verb,озновтомс,,,,,,,,,,,,,,,,,,,
sanction,noun,санкция,,,,,,,,,,,,,,,,,,,
sanctuary,noun,(animal) идем ракшань ванстома тарка,,,,,,,,,,,,,,,,,,,
sand,noun,"човар, чувар, песок",,,,,,,,,,,,,,,,,,,
sandal,noun,сандаля,,,,,,,,,,,,,,,,,,,
sandwich,noun,бутерброд,,,,,,,,,,,,,,,,,,,
sandy,adjective,човаров,,,,,,,,,,,,,,,,,,,
sane,adjective,ванькс прев,,,,,,,,,,,,,,,,,,,
sanitation,noun,ваньксэкс кирдема,,,,,,,,,,,,,,,,,,,
sap,noun,(tree) чувтоведь,,,,,,,,,,,,,,,,,,,
sapphire,noun,сапфир,,,,,,,,,,,,,,,,,,,
sarcastic,adjective,раксиця,,,,,,,,,,,,,,,,,,,
sardine,noun,селёдка,,,,,,,,,,,,,,,,,,,
satellite,noun,спутник,,,,,,,,,,,,,,,,,,,
satisfaction,noun,"седейоймавкс, мельспаро",,,,,,,,,,,,,,,,,,,
satisfactory,adjective,"аволь берянь, сатышка паро",,,,,,,,,,,,,,,,,,,
satisfy,verb,савтомс (киненьгак),,,,,,,,,,,,,,,,,,,
sauce,noun,соус,,,,,,,,,,,,,,,,,,,
sausage,noun,калбаз,,,,,,,,,,,,,,,,,,,
savage,adjective,идем (ломанде),,,,,,,,,,,,,,,,,,,
save,verb,"(money) таштам, ванстомс ",(person) идемс,,,,,,,,,,,,,,,,,,
savings,noun,(money) таштавкс,,,,,,,,,,,,,,,,,,,
saw,noun,пила,,,,,,,,,,,,,,,,,,,
saw,verb,пилямс,,,,,,,,,,,,,,,,,,,
say,verb,ёвтамс,,,,,,,,,,,,,,,,,,,
saying,noun,"ёвтамо, мерема",,,,,,,,,,,,,,,,,,,
scab,noun,верькуво,,,,,,,,,,,,,,,,,,,
scald,noun,пидсевкс,,,,,,,,,,,,,,,,,,,
scald,verb,пидсемс лаки ведьсэ,,,,,,,,,,,,,,,,,,,
scalp,noun,прякедь,,,,,,,,,,,,,,,,,,,
scandal,noun,"кельть-валт, сплетнят",,,,,,,,,,,,,,,,,,,
scar,noun,аржо,,,,,,,,,,,,,,,,,,,
scarce,adjective,чуро,,,,,,,,,,,,,,,,,,,
scare,noun,тандавтома,,,,,,,,,,,,,,,,,,,
scare,verb,тандавтомс,,,,,,,,,,,,,,,,,,,
scarf,noun,"шарф, галстук",,,,,,,,,,,,,,,,,,,
scatter,verb,почодомс,,,,,,,,,,,,,,,,,,,
scenery,noun,(nature) пейзаж,,,,,,,,,,,,,,,,,,,
scenic,adjective,сельмень кецявтыця (живописной) пейзажность,,,,,,,,,,,,,,,,,,,
scent,noun,чине,,,,,,,,,,,,,,,,,,,
sceptical,adjective,скептической,,,,,,,,,,,,,,,,,,,
schedule,noun,??мельцек-мельцек сёрмадкс (список),,,,,,,,,,,,,,,,,,,
scholar,noun,тонавтниця,,,,,,,,,,,,,,,,,,,
scholarship,noun,содамочи ,стипендия,,,,,,,,,,,,,,,,,,
school,noun,школа,,,,,,,,,,,,,,,,,,,
schooling,noun,тонавтнема,,,,,,,,,,,,,,,,,,,
science,noun,наука,,,,,,,,,,,,,,,,,,,
scientific,adjective,наукань,,,,,,,,,,,,,,,,,,,
scientist,noun,"учёной, содый",,,,,,,,,,,,,,,,,,,
scissors,noun,васоньпеельть,,,,,,,,,,,,,,,,,,,
scold,verb,сёвномс (киньгак),,,,,,,,,,,,,,,,,,,
score,noun,(game) очкань ловажа,,,,,,,,,,,,,,,,,,,
scorpion,noun,скорпион,,,,,,,,,,,,,,,,,,,
scrape,verb,коцькарямс,,,,,,,,,,,,,,,,,,,
scratch,noun,коцькердявкс,,,,,,,,,,,,,,,,,,,
scratch,verb,"коцькердямс, раздемс",,,,,,,,,,,,,,,,,,,
scream,noun,рангома,,,,,,,,,,,,,,,,,,,
scream,verb,рангомс верьгавайгельть,,,,,,,,,,,,,,,,,,,
screen,noun,(film) экран ,(net) марля ,(protection) кекшема ,(television) экран,,,,,,,,,,,,,,,,
screw,noun,винт,,,,,,,,,,,,,,,,,,,
screw,verb,(screw) винтямс,,,,,,,,,,,,,,,,,,,
screwdriver,noun,отвёртка ,(drink) ??алкогол марто симемапель,,,,,,,,,,,,,,,,,,
scribble,verb,"сёрмадомс капшазь, беряньстэ, теемс каракулят",,,,,,,,,,,,,,,,,,,
script,noun,кедьсёрмадкс,,,,,,,,,,,,,,,,,,,
scripture,noun,Библиянь саевкс,,,,,,,,,,,,,,,,,,,
scrub,verb,"шлямс, габзорямс",,,,,,,,,,,,,,,,,,,
sculpture,noun,скульптура (палмань),,,,,,,,,,,,,,,,,,,
sea,noun,иневедь,,,,,,,,,,,,,,,,,,,
sea lion,noun,(иневедень моржадо вишине ракша),,,,,,,,,,,,,,,,,,,
seafood,noun,иневедьстэ ярсамопельть,,,,,,,,,,,,,,,,,,,
seagull,noun,калоньсалы ,(tern) транзей,,,,,,,,,,,,,,,,,,
seal,noun,(animal) тюлень ,(stamp) печать,,,,,,,,,,,,,,,,,,
seal,verb,пекстамс печатьс,,,,,,,,,,,,,,,,,,,
seam,noun,ставкс,,,,,,,,,,,,,,,,,,,
search,noun,вешнема,,,,,,,,,,,,,,,,,,,
search,verb,"штюпамс-капамс, мучкамс",,,,,,,,,,,,,,,,,,,
search for,verb,вешнемс,,,,,,,,,,,,,,,,,,,
seashore,noun,иневедьчире,,,,,,,,,,,,,,,,,,,
seasick,adjective,??иневедень орма,,,,,,,,,,,,,,,,,,,
season,noun,"иень шка, ...ланго",,,,,,,,,,,,,,,,,,,
seasonal,adjective,иень шкань,,,,,,,,,,,,,,,,,,,
seasoning,noun,"специят, салт-порьцькат",,,,,,,,,,,,,,,,,,,
seat,noun,"озамо тарка, озамка",,,,,,,,,,,,,,,,,,,
seaweed,noun,иневедь потмаксонь касовкст,,,,,,,,,,,,,,,,,,,
second,noun,(time) секунда,,,,,,,,,,,,,,,,,,,
second,determiner,омбоце,,,,,,,,,,,,,,,,,,,
secondary,adjective,"омбоцькс, мельга молиця",,,,,,,,,,,,,,,,,,,
secrecy,noun,салавачи,,,,,,,,,,,,,,,,,,,
secret,adjective,"сёпозь, кекшезь, салавань",,,,,,,,,,,,,,,,,,,
secret,noun,"салавачи, сёпозь тев",,,,,,,,,,,,,,,,,,,
secretary,noun,секретарь,,,,,,,,,,,,,,,,,,,
secretly,adverb,салава,,,,,,,,,,,,,,,,,,,
sect,noun,"секта, пуромкс",,,,,,,,,,,,,,,,,,,
section,noun,(department) секция ,(part) пал; куска,,,,,,,,,,,,,,,,,,
sector,noun,"пирязь тарка, сектор",,,,,,,,,,,,,,,,,,,
secure,adjective,(safe) сэтьме (зыяндо),,,,,,,,,,,,,,,,,,,
security,noun,(safety) ванстомачи,,,,,,,,,,,,,,,,,,,
sedate,verb,оймавтомс,,,,,,,,,,,,,,,,,,,
sedation,noun,оймавтома,,,,,,,,,,,,,,,,,,,
sedative,noun,оймавты препарат (сэредькстэ),,,,,,,,,,,,,,,,,,,
sediment,noun,"(floor) оймавкс, тортат",,,,,,,,,,,,,,,,,,,
seduce,verb,манямс (тейтерьава),,,,,,,,,,,,,,,,,,,
seductive,adjective,цёрамелень кепетиця,,,,,,,,,,,,,,,,,,,
see,verb,неемс,,,,,,,,,,,,,,,,,,,
see off,verb,якамс ильтямо,,,,,,,,,,,,,,,,,,,
seed,noun,видьме,,,,,,,,,,,,,,,,,,,
seek,verb,вешнемс,,,,,,,,,,,,,,,,,,,
seem,verb,марявомс,,,,,,,,,,,,,,,,,,,
seemly,adjective,ладиця,,,,,,,,,,,,,,,,,,,
segment,noun,пелькс,,,,,,,,,,,,,,,,,,,
segregate,verb,явомс (ломанть лиятнень эйстэ киське тюсонь коряс),,,,,,,,,,,,,,,,,,,
seize,verb,нельгемс,,,,,,,,,,,,,,,,,,,
seizure,noun,(medical) куродома,,,,,,,,,,,,,,,,,,,
seldom,adverb,чуросто,,,,,,,,,,,,,,,,,,,
select,verb,кочкамс,,,,,,,,,,,,,,,,,,,
selection,noun,кочкамо,,,,,,,,,,,,,,,,,,,
self,adjective,эсь пря,,,,,,,,,,,,,,,,,,,
selfish,adjective,эсь прянь вечкиця,,,,,,,,,,,,,,,,,,,
sell,verb,"миемс, микшнемс",,,,,,,,,,,,,,,,,,,
seller,noun,микшниця,,,,,,,,,,,,,,,,,,,
semicircle,noun,??чирьке,,,,,,,,,,,,,,,,,,,
seminar,noun,семинар,,,,,,,,,,,,,,,,,,,
send,verb,кучомс,,,,,,,,,,,,,,,,,,,
senile,adjective,сырниця,,,,,,,,,,,,,,,,,,,
senior,adjective,(older) сыре,,,,,,,,,,,,,,,,,,,
seniority,noun,сыречи-покшчи,,,,,,,,,,,,,,,,,,,
sensation,noun,ёжомарямо,,,,,,,,,,,,,,,,,,,
sensational,adjective,"сенсационной, ёжомарямонь",,,,,,,,,,,,,,,,,,,
sense,noun,(feeling) марямо ,(meaning) смусть,,,,,,,,,,,,,,,,,,
senseless,adjective,(feeling) ёжовтомо ,(meaning) смусттеме,,,,,,,,,,,,,,,,,,
sensibility,noun,??превссаевиксчи,,,,,,,,,,,,,,,,,,,
sensible,adjective,??превссаевикс,,,,,,,,,,,,,,,,,,,
sensitive,adjective,мариця (кедте),,,,,,,,,,,,,,,,,,,
sensitivity,noun,ёжомарямо,,,,,,,,,,,,,,,,,,,
sensual,adjective,??потмоёжонь,,,,,,,,,,,,,,,,,,,
sentence,noun,(law) приговор (ливтевкс) ,(letter) валрисьме,,,,,,,,,,,,,,,,,,
sentence,verb,приговорямс,,,,,,,,,,,,,,,,,,,
sentiment,noun,потмоёжо,,,,,,,,,,,,,,,,,,,
sentimental,adjective,"ёжомариця, потмоёжонь",,,,,,,,,,,,,,,,,,,
sentry,noun,ванстыця,,,,,,,,,,,,,,,,,,,
separate,adjective,башка,,,,,,,,,,,,,,,,,,,
separate,verb,явомс,,,,,,,,,,,,,,,,,,,
separation,noun,явома,,,,,,,,,,,,,,,,,,,
sequence,noun,(order) мельцек-мельцек молема,,,,,,,,,,,,,,,,,,,
sergeant,noun,сержант,,,,,,,,,,,,,,,,,,,
series,noun,"серия, рисьме",,,,,,,,,,,,,,,,,,,
serious,adjective,сериёзной,,,,,,,,,,,,,,,,,,,
sermon,noun,"тонавтовкс, проповедь",,,,,,,,,,,,,,,,,,,
serpent,noun,"гуй, ёзнэ",,,,,,,,,,,,,,,,,,,
servant,noun,"вардо, важо",,,,,,,,,,,,,,,,,,,
serve,verb,служамс,,,,,,,,,,,,,,,,,,,
