Word,Definition,Category,ExampleW,ExampleD,ExampleW,ExampleD,ExampleW,ExampleD,QuoteW,QuoteD,QuoteS,QuoteW,QuoteD,QuoteS
ski,ардтнемс сокссо; чиемс сокссо,,,,,,,,,,,,,
skilful,кол,,,,,,,,,,,,,
skill,колчи; маштомачи,,,,,,,,,,,,,
skin,1. (animal) кедь; киське 2. (fur) понакедь 3. (person) кедь,,,,,,,,,,,,,
skinny,коськаня; коське; берякшке,,,,,,,,,,,,,
skip,тёкаемс; трёнкаемс,,,,,,,,,,,,,
skirt,юбка,,,,,,,,,,,,,
skull,пряловажа; пряколган,,,,,,,,,,,,,
skunk,скунс,,,,,,,,,,,,,
sky,менель,,,,,,,,,,,,,
slander,апаро валонь кортамо,,,,,,,,,,,,,
slang,сленг,,,,,,,,,,,,,
slap,каямс; вачкодемс (пилеюрга),,,,,,,,,,,,,
slaughter,1. (animal) печкемс 2. (people) маштомс,,,,,,,,,,,,,
slave,уре,,,,,,,,,,,,,
sled,1. салазке 2. (sleigh) нурдо,,,,,,,,,,,,,
sleep,удома,,,,,,,,,,,,,
sleep,удомс,,,,,,,,,,,,,
sleeping bag,удома кескал,,,,,,,,,,,,,
sleepy,1. нувсезь; нувсиця 2. сэтьме,,,,,,,,,,,,,
sleet,пенгетькс; пиземе марто лов,,,,,,,,,,,,,
sleeve,ожа,,,,,,,,,,,,,
slender,виде рунго; ёлганя,,,,,,,,,,,,,
slice,(кши)печть,,,,,,,,,,,,,
slice,печкемс; керсемс,,,,,,,,,,,,,
slide,киракстамс; айгшевемс,,,,,,,,,,,,,
slightly,ансяк-ансяк,,,,,,,,,,,,,
slim,човине; ёлганя,,,,,,,,,,,,,
sling,1. ёртомапикс 2. (синдезь кедень) канднемапель,,,,,,,,,,,,,
slip,(clothing) (авань) потпанар; алгапанар,,,,,,,,,,,,,
slip,кирякстомс; нолажтомс,,,,,,,,,,,,,
slippers,кудова якамо котат; шлёпкат,,,,,,,,,,,,,
slippery,нолажа,,,,,,,,,,,,,
slit,керявкс (юбкасо); теине лазкс,,,,,,,,,,,,,
slope,пандочама; чиречама,,,,,,,,,,,,,
sloppy,(careless) аволь аккуратной,,,,,,,,,,,,,
slow,акапшиця; стамбаро,,,,,,,,,,,,,
slug,личинка,,,,,,,,,,,,,
slum,трущоба,,,,,,,,,,,,,
slush,ловведь; медьма,,,,,,,,,,,,,
sly,ёжов,,,,,,,,,,,,,
small,вишкине,,,,,,,,,,,,,
smart,(intelligent) превей,,,,,,,,,,,,,
smash,коламс (лапужакс); порксамс,,,,,,,,,,,,,
smear,ваднемс (with мейсэ),,,,,,,,,,,,,
smell,1. чине 2. (sense) чинемарямо,,,,,,,,,,,,,
smell,1. качадомс; нолдамс чине 2. марямс чине,,,,,,,,,,,,,
smile,мизолкс,,,,,,,,,,,,,
smile,мизолдомс,,,,,,,,,,,,,
smithy,сыртемакудо,,,,,,,,,,,,,
smoke,качамо,,,,,,,,,,,,,
smoke,1. (tobacco) таргамс 2. качакавтомс,,,,,,,,,,,,,
smooth,валаня; вадяша,,,,,,,,,,,,,
smother,1. лепиямс 2. лепиявтомс,,,,,,,,,,,,,
smuggle,ускомс салава границань трокс,,,,,,,,,,,,,
snack,шожда ярсамопель,,,,,,,,,,,,,
snail,улитка (кудыне марто),,,,,,,,,,,,,
snake,гуй; ёзнэ,,,,,,,,,,,,,
sneak,ютамс салава,,,,,,,,,,,,,
sneeze,кешнамс,,,,,,,,,,,,,
sniper,ледниця (кекшема таркасто),,,,,,,,,,,,,
snore,корномс,,,,,,,,,,,,,
snow,лов,,,,,,,,,,,,,
snowy,ловов,,,,,,,,,,,,,
so,истя,,,,,,,,,,,,,
soak,лопадемс,,,,,,,,,,,,,
soap,сапонь,,,,,,,,,,,,,
soccer,футбол,,,,,,,,,,,,,
sociable,ламонь марто кортыця; ломань марто човаровиця; ломань юткс човаровиця,,,,,,,,,,,,,
social,вейсэнь; социальной,,,,,,,,,,,,,
socialism,социализма,,,,,,,,,,,,,
socialist,социалист,,,,,,,,,,,,,
society,1. вейсэндявкс 2. ломаньютко; общества,,,,,,,,,,,,,
socket,1. (electrical) разетка 2. (eye) сельмеваря,,,,,,,,,,,,,
socks,цюлкат-носкат,,,,,,,,,,,,,
soda,1. сода 2. лимонад (симемапель),,,,,,,,,,,,,
sofa,диван,,,,,,,,,,,,,
soft,чевте,,,,,,,,,,,,,
softly,чевтьстэ,,,,,,,,,,,,,
soil,(касома)  мода,,,,,,,,,,,,,
soldier,ушман; солдат,,,,,,,,,,,,,
sole,(foot) пильгеалкс,,,,,,,,,,,,,
solicitor,(law) адвокат,,,,,,,,,,,,,
solid,калгодо; кеме,,,,,,,,,,,,,
solitary,вейкине,,,,,,,,,,,,,
solitude,ськамочи,,,,,,,,,,,,,
solution,(chemical) солавкс,,,,,,,,,,,,,
solve,решамс,,,,,,,,,,,,,
some,зярыя,,,,,,,,,,,,,
somebody,та-кие; кияк; кие-бути,,,,,,,,,,,,,
somehow,та-кода; кодаяк; кода-бути,,,,,,,,,,,,,
something,та-мезе; мезеяк; мезе-бути,,,,,,,,,,,,,
sometimes,косто-косто; шкань-шкань,,,,,,,,,,,,,
somewhat,кода-бути,,,,,,,,,,,,,
somewhere,косояк; косо-бути,,,,,,,,,,,,,
son,цёра (тетянь-авань),,,,,,,,,,,,,
son-in-law,содамо; тейтерень мирде,,,,,,,,,,,,,
song,моро,,,,,,,,,,,,,
soon,курок,,,,,,,,,,,,,
sore,сэредиця,,,,,,,,,,,,,
sore,томбавкс; керявкс,,,,,,,,,,,,,
sorrow,сюмордома,,,,,,,,,,,,,
sort,аравтомс сортонь коряс,,,,,,,,,,,,,
soul,ойме,,,,,,,,,,,,,
sound,шумбра; виде паро,,,,,,,,,,,,,
soup,ям,,,,,,,,,,,,,
sour,чапамо,,,,,,,,,,,,,
sour,чапаськадомс,,,,,,,,,,,,,
source,лисьмапря,,,,,,,,,,,,,
south,пелечиёнкс; лембе масторонь ёнкс,,,,,,,,,,,,,
southern,пелечиёнонь,,,,,,,,,,,,,
southwards,пелечиёнов,,,,,,,,,,,,,
souvenir,ледстямгакс,,,,,,,,,,,,,
space,1. (area) тарка 2. (length) тарка; ютко 3. (universe) менельтомбалькс,,,,,,,,,,,,,
spacecraft,менельвенч,,,,,,,,,,,,,
spark,сятко,,,,,,,,,,,,,
speak,кортамс,,,,,,,,,,,,,
speaker,1. (object) спикер 2. (person) кортыця,,,,,,,,,,,,,
spear,сялго,,,,,,,,,,,,,
special,башка,,,,,,,,,,,,,
specialist,тевень соды(ця),,,,,,,,,,,,,
speciality,специальность,,,,,,,,,,,,,
specialize,специализировамс,,,,,,,,,,,,,
specific,лия ёнов а молиця; аравтозь,,,,,,,,,,,,,
specimen,невтевкс,,,,,,,,,,,,,
spectacular,пек мельс туиця,,,,,,,,,,,,,
speculate,арсемс (карми-а карми),,,,,,,,,,,,,
speculation,арсема,,,,,,,,,,,,,
speech,кортамо,,,,,,,,,,,,,
speechless,валтомо,,,,,,,,,,,,,
speed,скорость; курокчи,,,,,,,,,,,,,
speed limit,аравтонь скорость,,,,,,,,,,,,,
speedboat,??бойка яки венч,,,,,,,,,,,,,
speedometer,скоростень онкстнемапель,,,,,,,,,,,,,
spell,(magic) орожиямо; мунямо,,,,,,,,,,,,,
spell,(word) сёрмадомс вал тешксэнь-тешксэнь,,,,,,,,,,,,,
spelling,видестэ сёрмадома,,,,,,,,,,,,,
spend,ютавтомс (money ярмак; time шка),,,,,,,,,,,,,
spice,тантейгавтомат,,,,,,,,,,,,,
spicy,тантейгавтозь; растов,,,,,,,,,,,,,
spider,шанжав; пондомукоро,,,,,,,,,,,,,
spill,валомс (апак учо),,,,,,,,,,,,,
spin,1. (yarn) штердемс 2. (around) чарамс,,,,,,,,,,,,,
spinach,шпинат,,,,,,,,,,,,,
spinal cord,котьмере удем,,,,,,,,,,,,,
spine,котьмеречирьке,,,,,,,,,,,,,
spiral,спиральной,,,,,,,,,,,,,
spirit,(mood) ойме; ёжо,,,,,,,,,,,,,
spiritual,оймень; церьковань,,,,,,,,,,,,,
spit,сельгемс,,,,,,,,,,,,,
spiteful,кежень пандыця,,,,,,,,,,,,,
splash,пургсемс,,,,,,,,,,,,,
spleen,чечей; селезенька; ожонь пузырь,,,,,,,,,,,,,
splendid,мазый,,,,,,,,,,,,,
splint,штелькс,,,,,,,,,,,,,
splinter,(wood) сардо; чев,,,,,,,,,,,,,
split,1. лазовомс 2. лазомс,,,,,,,,,,,,,
spoil,1. (food) колемс 2. (child) кольневтемс,,,,,,,,,,,,,
sponge,ведьпанго,,,,,,,,,,,,,
sponsor,(business) спонсор,,,,,,,,,,,,,
spontaneous,спонтанной; апак арсень,,,,,,,,,,,,,
spoon,пенч,,,,,,,,,,,,,
sporadic,шкань-шкань,,,,,,,,,,,,,
sport,спорт,,,,,,,,,,,,,
sportsman,спортсмен,,,,,,,,,,,,,
sportsmanship,спортсменксчи,,,,,,,,,,,,,
sportswoman,спорсменка,,,,,,,,,,,,,
sporty,невтемань,,,,,,,,,,,,,
spot,петнявкс; петня,,,,,,,,,,,,,
spotless,ванькс,,,,,,,,,,,,,
spotty,петнявкс марто,,,,,,,,,,,,,
spouse,1. пола; васта 2. (wife) ни 3. (husband) мирде,,,,,,,,,,,,,
sprain,санонь усковома,,,,,,,,,,,,,
sprain,усковомс (саннэнь),,,,,,,,,,,,,
spray,пургсемс,,,,,,,,,,,,,
spread,1. срадомс 2. сравтомс,,,,,,,,,,,,,
spring,1. (metal) пружина 2. (season) тундо 3. (water) лисьмапря,,,,,,,,,,,,,
sprinkle,почодомс,,,,,,,,,,,,,
spy,шпион,,,,,,,,,,,,,
spy,ванстомс (кинь мельга),,,,,,,,,,,,,
spying,ванстома шпионаж,,,,,,,,,,,,,
squadron,эскадрон,,,,,,,,,,,,,
square,1. (place) ошкужо 2. (shape) нилеужокс,,,,,,,,,,,,,
squeak,(mouse) чикордомс; цийнемс (чеерь),,,,,,,,,,,,,
squeeze,лепштямс,,,,,,,,,,,,,
squid,кальмар,,,,,,,,,,,,,
squirrel,ур,,,,,,,,,,,,,
stab,лазомс; пачк пелемс,,,,,,,,,,,,,
stability,устойчивость; стабильность,,,,,,,,,,,,,
stabilize,аравтомс ладс,,,,,,,,,,,,,
stable,лишмень кардо,,,,,,,,,,,,,
stack,вачкавкс,,,,,,,,,,,,,
stack,вачкамс,,,,,,,,,,,,,
stadium,стадион,,,,,,,,,,,,,
staff,(personnel) важодицянь куро; (ве таркань) важодицят,,,,,,,,,,,,,
stage,(platform) платформа; сценаланго,,,,,,,,,,,,,
stagger,увол-авол ютамс,,,,,,,,,,,,,
stagnant,пужозь; аштиця,,,,,,,,,,,,,
stain,каргоцькс; петнявкс,,,,,,,,,,,,,
stairs,кузтемат (ялго),,,,,,,,,,,,,
stall,(animal) калда,,,,,,,,,,,,,
stallion,айгор,,,,,,,,,,,,,
stamina,кемечи; цидярдома,,,,,,,,,,,,,
stamp,1. (postage) марка 2. (seal) печать,,,,,,,,,,,,,
stamp,(seal) путомс печать (мезе лангскак),,,,,,,,,,,,,
stand,(person) аштемс стядо,,,,,,,,,,,,,
standard,стандартонь коряс,,,,,,,,,,,,,
standard,стандарт; вейкетькстамо лув,,,,,,,,,,,,,
standardize,вейкетькстамс,,,,,,,,,,,,,
star,теште,,,,,,,,,,,,,
starboard,(венчсэ; ёроплансо) вить ёнкс,,,,,,,,,,,,,
starch,крахмал; модамарь почт,,,,,,,,,,,,,
stare,ваномс тетькень сельмть,,,,,,,,,,,,,
starfish,иневедень теште,,,,,,,,,,,,,
start,ушодома,,,,,,,,,,,,,
start,1. (begin) ушодомс; кармамс 2. (motor) нолдамс (мотор),,,,,,,,,,,,,
startle,тандавтомс,,,,,,,,,,,,,
starvation,вачодо кулома,,,,,,,,,,,,,
starve,1. вачомомс 2. куломс вачодо,,,,,,,,,,,,,
state,1. (condition) ёжомарямо 2. (land) штат; мастор,,,,,,,,,,,,,
state,меремс; ёвтамс,,,,,,,,,,,,,
statement,ёвтамо,,,,,,,,,,,,,
station,1. (place) тарка 2. (train) вокзал,,,,,,,,,,,,,
stationary,асыргавтовикс; ве таркасо аштыця,,,,,,,,,,,,,
stationery,сёрмапель (конёвт; конвертт,,,,,,,,,,,,,
statistics,статистика,,,,,,,,,,,,,
statue,палмань; мельследстямка,,,,,,,,,,,,,
status,тарка вейсэндявкссо,,,,,,,,,,,,,
stay,??улема тарка,,,,,,,,,,,,,
stay,кадовомс,,,,,,,,,,,,,
steam,пар (летькстамо),,,,,,,,,,,,,
steamy,леткстазь; ковштазь,,,,,,,,,,,,,
steel,стал,,,,,,,,,,,,,
steep,крута; авандора,,,,,,,,,,,,,
steer,ветямс,,,,,,,,,,,,,
steering,(car) рулень ветямо,,,,,,,,,,,,,
steering wheel,руль,,,,,,,,,,,,,
stem,(flower) калго; сеерькс,,,,,,,,,,,,,
step,эскелькс,,,,,,,,,,,,,
step,эскельдемс,,,,,,,,,,,,,
step-father,од тетя,,,,,,,,,,,,,
step-mother,од ава,,,,,,,,,,,,,
stereo,стерео,,,,,,,,,,,,,
sterile,(clean) ванькс,,,,,,,,,,,,,
sterilize,(clean) ваньськавтомс; панемс аваньксчитнень,,,,,,,,,,,,,
stern,венчудалкс,,,,,,,,,,,,,
steward,1. мельга якиця 2. (ёроплансо ломань) мельга якиця,,,,,,,,,,,,,
stewardess,ёроплансо (ломань) мельга якиця,,,,,,,,,,,,,
stick,палка,,,,,,,,,,,,,
sticker,1. (thistle) пупигай 2. (stick-on) клейка,,,,,,,,,,,,,
sticky,педиця; педявиця,,,,,,,,,,,,,
stiff,калгодо; амендявиця,,,,,,,,,,,,,
still,1. сэтьме 2. алыкиця,,,,,,,,,,,,,
stimulate,эрязыявтомс,,,,,,,,,,,,,
stimulation,эрязыявтома,,,,,,,,,,,,,
sting,(bee) пупамс (промо),,,,,,,,,,,,,
stink,(апаро) чине,,,,,,,,,,,,,
stink,нолднемс чине,,,,,,,,,,,,,
stir,1. ёзмолдомс 2. човорямс,,,,,,,,,,,,,
stirrup,(horse) стремя,,,,,,,,,,,,,
stock,1. (finance) (капитал) акцият 2. (supply) товар,,,,,,,,,,,,,
stock,лездамс; ёрамс (товарсо),,,,,,,,,,,,,
stock market,фондовой биржа,,,,,,,,,,,,,
stockings,цюлкат,,,,,,,,,,,,,
stomach,пеке; тутмо; пекекедь,,,,,,,,,,,,,
stone,кевень,,,,,,,,,,,,,
stone,кев,,,,,,,,,,,,,
stop,1. лоткамо 2. лоткавтома,,,,,,,,,,,,,
stop,1. лоткамс 2. лоткавтомс,,,,,,,,,,,,,
stopper,(water) пекстамка; потомдомка,,,,,,,,,,,,,
storage,ванстома тарка; таштамо тарка,,,,,,,,,,,,,
store,1. таштавкс; ванстовкс 2. микшнема кудо,,,,,,,,,,,,,
storeroom,ванстома кудо; ванстома тарка,,,,,,,,,,,,,
storm,давол,,,,,,,,,,,,,
stormy,даволов-вармав,,,,,,,,,,,,,
story,1. (floor) этаж; кирда 2. (tale) ёвтнема,,,,,,,,,,,,,
stove,каштомо,,,,,,,,,,,,,
straight,1. виде; аволь чирь 2. adv. видьстэ,,,,,,,,,,,,,
straighten,теемс видекс,,,,,,,,,,,,,
strain,1. тетькевема 2. раське,,,,,,,,,,,,,
strait,пролив; ведькирьга,,,,,,,,,,,,,
strange,ломань; апак тонадонь,,,,,,,,,,,,,
stranger,ломаломань,,,,,,,,,,,,,
strangle,повамс,,,,,,,,,,,,,
strategic,стратегиянь коряс,,,,,,,,,,,,,
strategy,стратегия,,,,,,,,,,,,,
straw,1. (drink) олго (симемс) 2. (grass) олго,,,,,,,,,,,,,
strawberry,1. мастумарь 2. кстый,,,,,,,,,,,,,
stream,(river) лейне; чудикерькс,,,,,,,,,,,,,
street,ульця,,,,,,,,,,,,,
streetcar,трамвай,,,,,,,,,,,,,
strength,1. вий 2. нарде 3. моце,,,,,,,,,,,,,
strengthen,виевгавтомс,,,,,,,,,,,,,
strenuous,нардевчинь вешиця,,,,,,,,,,,,,
stress,стресс,,,,,,,,,,,,,
stretch,тетькемс,,,,,,,,,,,,,
stretcher,(томбазень) кандомат,,,,,,,,,,,,,
strict,строгой; лувсто апотыця,,,,,,,,,,,,,
strike,(company) забастовка,,,,,,,,,,,,,
strike,(hit) вачкодемс,,,,,,,,,,,,,
string,пикске; суре,,,,,,,,,,,,,
stripe,полоса; кикске,,,,,,,,,,,,,
strive,путомс вий; бажамс,,,,,,,,,,,,,
strong,виев,,,,,,,,,,,,,
structure,лувт-ладт; путовт,,,,,,,,,,,,,
struggle,бороцямо,,,,,,,,,,,,,
stubborn,назой; а кунсолыця букаконя,,,,,,,,,,,,,
student,тонавтниця; студент,,,,,,,,,,,,,
study,тонавтнемс,,,,,,,,,,,,,
stuff,1. материал 2. тевть,,,,,,,,,,,,,
stuff,пештемс (тыц); эцемс,,,,,,,,,,,,,
stuffing,(food) сывть (пряка топо),,,,,,,,,,,,,
stumble,пупордемс,,,,,,,,,,,,,
stump,1. (limb) керямо (ломанень рунгсто) 2. (tree) кандо; мукорь,,,,,,,,,,,,,
stupid,превтеме; чавола,,,,,,,,,,,,,
stupidity,превтемечи,,,,,,,,,,,,,
stutter,кокномс,,,,,,,,,,,,,
style,стиль,,,,,,,,,,,,,
subject,1. (school) предмет 2. (topic) тема; кортамопель,,,,,,,,,,,,,
subject,саемс кедьалов,,,,,,,,,,,,,
subjective,(thought) субъективной,,,,,,,,,,,,,
submarine,ведь алга уйни венч; чопавтни венч,,,,,,,,,,,,,
submerge,1. чопавтнемс 2. ваявтомс; чопавтнемс,,,,,,,,,,,,,
submission,(obedience) прянь максома; кунсолома,,,,,,,,,,,,,
submissive,сэтьме; мелень ваныця,,,,,,,,,,,,,
submit,(obey) максомс пря; кармамс кунсоломо,,,,,,,,,,,,,
subpoena,судямо тердема конёв,,,,,,,,,,,,,
subscription,сёрмадстома (to лангс),,,,,,,,,,,,,
subsequent,мельга молиця,,,,,,,,,,,,,
subsidiary,филиал,,,,,,,,,,,,,
subsidize,лездамс ярмаксо,,,,,,,,,,,,,
subsidy,ярмаксо лезкс,,,,,,,,,,,,,
substance,материя,,,,,,,,,,,,,
substitute,полавтомс,,,,,,,,,,,,,
subtitle,титра; алга сёрмадовкс,,,,,,,,,,,,,
subtract,саемс,,,,,,,,,,,,,
subtraction,саема,,,,,,,,,,,,,
suburb,ошпе,,,,,,,,,,,,,
